XCOOR,YCOOR,VILLCODE,VILLNAME,TOPOZONE,INUNDATION,ELEVATION,DRYRAINFALL,SOIL_LOWP,SOIL_MEDP,SOIL_HIGHP,TAGAP_DRY,TAGAP_WET,CONZ_PROX,CONZ_PEOP,POP,SEXR,KW_UPTOSEC,KW_ILLIT,LF_FISH,LF_CROP,LF_ANI,LF_WAGED,INDLIVELI,MIGRANTS,FP_WRK,FP_FEMWRK,PL_P1HH,PL_P2HH,PL_NONPHH,RYLD_WET,RYLD_DRY,LA_RICE1HA,LA_CULT1HA,MA_INDACT,MA_PROXROAD,SW_PROXRIV,SW_PONDS,FISHPRO
308600,1487400,1021007,Kbal Krabei,2,0.71459866,5,28,0,0,2845688.889,1999.339722,1760.3396,54762.9038799999,0,131,0.955224,551.724,338.462,0,385.7142857,0,0,0.667093674,242.8571429,0,0,225.8064516,193.5483871,580.6451613,1,2,37.03704,0,0,239.0289654,23052.7797099999,1,0
387798,1391026,15020308,Prey Kdei Leu,2,-9999,5,30.8,0,0,0,2195.581543,1821.161255,43757.6136199999,0,154,0.811765,687.5,11.236,18.69158879,1084.11215,0,65.42056075,1.261040957,130.8411215,0,0,209.3023256,162.7906977,627.9069767,2.5,0,625,75,0,37.35564524,7780.152546,0,0
488210,1405008,6030205,Phum Ti Pram,3,-9999,5,31.4,0,0,2032634.921,1603.653687,1639.412231,42003.27756,0,187,0.798077,750,0,0,0,0,353.3834586,0,0,0,0,81.39534884,52.3255814,866.2790698,0,0,0,0,1.524390244,127.3834677,78281.9781099999,0,0
420102,1436132,17040101,Sdau,1,4.25827217,5,22.8,0,0,4878323.80999999,2707.638428,3901.83667,21502.98701,0,187,0.815534,410.959,414.141,158.9595376,469.6531792,0,92.48554913,1.391892073,14.45086705,0,0,0,372.8813559,0,1,0,350.87719,175.4386,0,1312.959078,63157.0904799999,1,1
453118,1359272,4060205,Toap Tbaeng,2,-9999,5,30.8,0,0,2845688.889,3060.413574,2219.487305,35851.1174899999,0,194,0.94,953.846,0,0,1058.252427,631.0679612,97.08737864,1.110108397,0,0,0,200,155.5555556,644.4444444,0.8,0,818.18182,0,0,215.4646985,20836.61778,0,0
455138,1358087,4060712,Toap Tbaeng,2,-9999,5,30.8,0,0,1626107.93699999,1961.737671,2293.992188,37382.0106499999,0,194,0.94,953.846,0,0,1362.126246,279.0697674,93.02325581,0.86680566,16.61129568,0,0,0,0,0,0.8,0,818.18182,0,0.58411215,65.60096983,21239.09127,0,44
501864,1395532,6070204,Ou Kaoh Kokir,2,-9999,5,32.6,5284850.79399999,0,0,2609.608154,2552.268311,54374.31521,0,208,1.039216,478.261,178.947,0,634.1463415,0,178.8617886,0.921928793,203.2520325,0,0,0,0,0,0.1,0,465.11628,139.53488,0,588.911654,80952.5919699999,0,0
488254,1405097,6030204,Phum Ti Buon,3,-9999,5,31.4,0,0,406526.9842,1603.653687,1639.412231,42067.8788799999,0,217,0.886957,842.105,0,0,0,0,196.3190184,0,0,0,0,81.96721311,415.3005464,502.7322404,0,0,0,0,27.81715095,107.1313288,78378.4555499999,0,0
488256,1405085,6030203,Phum Ti Bei,3,-9999,5,31.4,0,0,406526.9842,1603.653687,1639.412231,42066.8467499999,0,220,1.056075,1000,0,0,0,0,123.3766234,0.198515243,6.493506494,0,0,144,144,712,0,0,0,0,36.54344878,113.0237243,78370.5411299999,0,0
294300,1509700,1040104,Proput,2,0.49843749,5,30.2,813053.9684,0,0,1751.359619,1033.183838,80240.85287,0,227,1.063636,420.455,12.658,0,967.4796748,0,24.3902439,0.812242426,430.8943089,0,0,181.8181818,113.6363636,704.5454545,1,0,136.36364,113.63636,1.420454545,473.9232757,14482.25958,0,0
386052,1393052,15020301,Kampong Roka,2,1.0255208,5,30.6,0,0,813053.9684,1321.700317,1643.892212,44183.8198199999,0,227,0.991228,910.448,36.364,76.92307692,1027.972028,0,272.7272727,1.461910264,545.4545455,0,0,150.9433962,226.4150943,622.6415094,3,0,833.33333,0,17.5191666,391.4375596,8376.494872,11,15
385711,1387899,15020101,Tuol Char,2,3.18924642,5,32,0,3252215.873,0,1730.733887,1775.320313,47241.77726,0,237,0.942623,550.562,372.549,0,1145.631068,0,58.25242718,0.587897916,145.631068,0,0,288.4615385,19.23076923,692.3076923,1.5,2,600,0,0,71.37067266,4164.194351,0,1
388051,1391126,15020309,Prey Kdei Kandal,2,0.49687499,5,30.8,0,813053.9684,0,2195.581543,1821.161255,43491.29679,0,238,0.687943,616.667,0,42.68292683,847.5609756,213.4146341,103.6585366,1.363669889,0,0,0,166.6666667,148.1481481,685.1851852,2,0,400,300,6.25,6.880079,8031.233574,0,7
383936,1388210,15050803,Ou Ba Krang Kandal,2,2.9078126,5,32,0,406526.9842,0,1570.035522,1399.810425,48532.14665,0,242,1.016667,583.333,90.164,0,543.75,18.75,612.5,1.011752303,131.25,0,0,137.9310345,172.4137931,689.6551724,2,0,380.95238,0,1.984126984,3.86377835,3125.770757,7,0
453480,1360498,4060206,Chheu Neak,2,1.52526045,5,30.8,0,0,2845688.889,3176.071289,1946.892212,34701.4021799999,0,243,1.076923,779.221,7.874,0,748.502994,0,0,0.917738187,65.86826347,0,0,240.7407407,129.6296296,629.6296296,1,0,173.07692,0,4.070065338,174.6139283,21949.11875,0,0
429167,1450874,17040309,Rumlong,2,-9999,5,22,0,406526.9842,0,1517.591309,1035.591553,36138.02979,0,244,0.92126,831.169,0,0,1020.408163,0,20.40816327,0.806893085,40.81632653,0,0,0,115.3846154,0,1.5,0,400,0,4.232867951,285.9002577,80405.71502,1,0
362130,1484830,17071006,Ta Tok,2,5.95207071,5,20.2,0,3252215.873,0,2379.72583,1940.940186,32824.84563,1000,248,0.9375,635.514,264.957,0,260.5363985,0,19.15708812,0.527718643,0,0,0,33.47280335,58.57740586,907.9497908,2,0,153.84615,269.23077,0,435.2022746,67953.70599,4,0
448531,1367676,4010602,Tuol Thlok,2,4.47238827,5,30.4,0,2439161.90499999,4065269.842,2114.167969,1839.319946,27023.4378299999,0,249,0.830882,815.789,65.789,0,994.1860465,127.9069767,186.0465116,1.213851801,145.3488372,0,0,161.2903226,129.0322581,709.6774194,1.8,1.8,492.30769,0,0,98.0117328,25022.7425599999,0,36
447962,1442789,6080906,Anlong Pring,2,0.66484374,5,23.6,1219580.953,2845688.889,0,1529.661011,952.3165894,36412.10212,0,250,0.908397,857.143,0,0,230.4609218,36.07214429,112.2244489,0.886648702,0,0,0,272.7272727,230.7692308,496.5034965,2,0,127.65957,851.06383,0,114.6402001,86472.2112499999,0,17
383587,1388051,15050801,Ou Ba Krang Leu,2,2.9078126,5,32,0,406526.9842,0,1570.035522,1399.810425,48910.8795899999,0,250,1.066116,774.648,72,0,771.6049383,24.69135802,314.8148148,1.115355577,123.4567901,0,0,111.1111111,206.3492063,682.5396825,1.5,0,233.33333,0,4.166666667,48.36017881,2807.798963,3,0
330511,1501400,17060302,Trapeang Chrang,2,3.71490383,5,23.8,0,4471796.826,0,1636.388916,1154.372192,52228.6393699999,0,250,0.923077,408.163,0,0,1273.972603,0,6.849315068,1.047781014,287.6712329,0,0,0,113.2075472,0,1,0,300,0,0,427.5715159,45003.30015,0,0
432182,1451524,17040806,Ou Rung,2,0.9186765,5,22.2,0,2845688.889,0,937.4594727,839.3536377,37295.81949,0,261,1.007692,620.69,0,0,622.9508197,65.57377049,16.39344262,0.87244125,0,0,0,341.4634146,219.5121951,439.0243902,2,3,948.05195,0,0,1017.855373,82719.73909,0,0
385804,1390743,15020106,Phlov Krabei,2,-9999,5,31.2,0,406526.9842,0,1765.924438,1615.696899,45587.52485,0,264,0.783784,705.882,53.435,6.41025641,833.3333333,0,96.15384615,0.839111126,70.51282051,0,0,87.71929825,87.71929825,824.5614035,1.8,0,351.85185,351.85185,0,1.83112152,6270.847112,0,47
282800,1493600,1020201,Khtum Reay Lech,2,0.66250002,5,32.6,0,1626107.93699999,0,2600.472656,1993.726563,79673.9811199999,0,265,0.853147,842.857,0,0,317.6470588,11.76470588,17.64705882,1.22886601,52.94117647,0,0,81.96721311,114.7540984,803.2786885,2,0,47.61905,873.01587,0,305.0063966,2325.097725,5,0
385139,1389024,15020104,Voat Pou Ti Pir,2,-9999,5,32,0,406526.9842,0,1522.756104,1402.116211,47079.6868,0,268,0.914286,616.279,26.846,22.72727273,715.9090909,0,215.9090909,1.030643074,0,0,0,78.43137255,176.4705882,745.0980392,2.5,0,396.22642,396.22642,3.993271652,22.53229212,4501.75194,0,0
470498,1365640,4040505,Damnak Kakaoh,2,-9999,5,32,2439161.90499999,0,0,2118.09668,1694.638062,37045.5792,0,269,0.935252,560.606,194.444,0,1006.116208,91.74311927,42.81345566,0.945368859,67.27828746,0,0,266.2721893,124.260355,609.4674556,2,0,573.77049,81.96721,0,99.08366626,37730.42654,3,0
384677,1388198,15020102,Ou Ba Krang,2,1.42312503,5,32,0,0,0,1824.48645,1388.185059,47923.31702,0,269,0.805369,940.476,0,0,593.4065934,43.95604396,258.2417582,1.237495605,0,0,0,181.8181818,15.15151515,803.030303,2,0,421.875,0,0,188.200494,3576.586586,0,50
454306,1375724,4040603,Kramal,1,18.21909904,5,30.6,0,0,0,3290.78418,2536.789063,20141.6683899999,0,273,0.978261,80.882,71.429,681.8181818,15.15151515,0,0,0.30237743,37.87878788,0,0,339.6226415,75.47169811,584.9056604,0,0,17.85714,0,0,5614.373575,34807.3824099999,0,33
386907,1390556,15020110,Preaek Ta Kong,2,1.91562498,5,31.2,0,406526.9842,0,1988.266113,1987.057617,44760.4462599999,0,275,1.052239,670.886,85.714,16.75977654,1134.078212,0,72.62569832,0.79831989,0,0,0,183.3333333,83.33333333,733.3333333,1.5,0,509.09091,363.63636,2.272727273,98.940425,6821.876241,5,0
457216,1356310,4061208,Chen,2,-9999,5,31.2,0,0,1219580.953,1270.927979,1933.332031,39581.55316,0,280,0.717791,703.704,0,0,1128.865979,489.6907216,159.7938144,1.40534993,293.814433,0,0,183.0985915,197.1830986,619.7183099,2,2.5,531.25,15.625,0.9765625,49.8690329,21529.43773,0,0
413800,1383400,15030106,La Bak,2,-9999,5,30.2,0,813053.9684,0,2657.986328,1821.341553,33373.2243999999,0,281,0.951389,448.598,434.109,74.53416149,1316.770186,0,37.26708075,0.956591794,0,0,0,112.6760563,84.50704225,802.8169014,1,0,216.66667,216.66667,0,722.9909245,20990.98874,0,50
488266,1404946,6030206,Phum Ti Pram Muoy,3,-9999,5,31.4,0,0,1219580.953,1603.653687,1639.412231,42042.3776,0,283,0.951724,820.896,0,0,0,0,298.5074627,0,0,0,0,0,0,0,0,0,0,0,13.08740421,177.7178637,78270.47623,0,0
381180,1399928,15020613,Chamreh,2,2.22605944,5,29.4,0,0,6504431.747,1290.615479,1133.636963,45759.84797,0,285,0.83871,682.927,94.34,9.46969697,1090.909091,18.93939394,41.66666667,1.110178024,157.1969697,0,0,118.6440678,203.3898305,677.9661017,1.5,2,526.31579,175.4386,0.284090909,192.3517358,12621.60799,0,31
433412,1447622,17041203,Chamreh,2,1.61094976,5,22.4,0,5691377.77799999,0,911.5733643,892.2136841,33798.62732,0,285,0.83871,682.927,94.34,0,718.6147186,0,203.4632035,1.293413078,116.8831169,0,0,0,0,0,1.5,2,526.31579,175.4386,3.933928289,523.7558628,80422.19031,0,0
389000,1392700,15020315,Kampong Krasang Leu,2,0.68389422,5,30.8,0,1626107.93699999,0,1282.610107,1616.615112,41840.30718,0,290,0.946309,774.648,7.143,0,1155.172414,0,183.908046,0.400103538,0,0,0,38.96103896,220.7792208,740.2597403,3,0,533.33333,200,4.091285421,59.51323098,9817.532258,0,0
387464,1391111,15020307,Yos,2,-9999,5,30.8,0,406526.9842,0,1912.172729,1690.172607,43990.79871,0,293,0.890323,541.176,50,0,1051.282051,76.92307692,0,0.644764008,0,0,0,102.9411765,250,647.0588235,2.5,0,909.09091,0,0,144.1312891,7607.690212,2,0
453970,1356618,4060711,Thma Reab,2,-9999,5,30.8,0,0,2439161.90499999,1742.778809,1925.204956,38608.22683,0,296,0.909677,851.064,28.369,0,1310.249307,396.1218837,144.0443213,1.218973891,88.64265928,0,0,64.93506494,77.92207792,857.1428571,1.9,0,66.66667,0,6.471281525,220.282757,19368.6481099999,0,0
390400,1384900,15050508,Srah Srang,3,-9999,5,31.8,0,3252215.873,3658742.858,1960.48938,1592.866821,45421.80948,0,304,0.91195,408.602,72.993,0,429.3478261,0,282.6086957,1.201218758,190.2173913,0,0,102.5641026,115.3846154,782.0512821,2,1.5,449.27536,57.97101,0.905797101,21.5716427,5038.931064,5,0
355600,1399521,15010501,Prey Yeang,2,0.76423609,5,30.2,0,1626107.93699999,0,1685.222656,1002.454407,54302.77257,0,306,0.854545,658.228,97.143,0,944.7004608,18.43317972,36.86635945,0.869428244,0,0,0,38.46153846,153.8461538,807.6923077,2.5,3,193.54839,193.54839,0,55.85286778,133.4648401,9,83
453356,1427394,6081204,Samprouch,2,1.80160987,5,25.6,0,1219580.953,0,746.3250122,718.9818115,31505.46019,0,309,0.907407,602.564,0,0,1722.222222,0,0,1.01056219,468.2539683,0,0,152.5423729,84.74576271,762.7118644,2.6,3,684.21053,0,0,439.7448458,79714.95487,2,0
429684,1444219,17041209,Ta Yon,2,3.65638733,5,22.6,0,3252215.873,0,728.2330322,942.206665,29643.5802499999,0,309,0.993548,408.163,395.21,84.57711443,810.9452736,0,0,1.233519362,179.1044776,0,0,239.4366197,394.3661972,366.1971831,1.5,0,583.33333,0,0,200.1788289,75427.9271799999,0,0
328600,1494300,1040409,Ovmal,2,2.57393456,5,24,0,2032634.921,0,1387.437744,1320.417114,46750.1292699999,0,310,1.039474,905.263,13.158,53.19148936,819.1489362,159.5744681,446.8085106,1.545121714,255.3191489,0,0,71.42857143,128.5714286,800,1.5,0,79.36508,0,1.984126984,56.29156133,42899.91662,1,0
327534,1486108,17060605,Ovmal,2,2.27127028,5,24.4,0,6504431.747,0,2033.203247,1831.312622,40469.67008,0,310,1.039474,905.263,13.158,0,618.1818182,0,0,0.461566138,129.8701299,0,0,0,0,0,1.5,0,79.36508,0,0,291.8733228,39246.87926,1,0
298500,1450500,2020404,Svay Chrum,2,0.49687499,5,34,0,0,2845688.889,1659.160645,1150.78064,53351.37851,0,311,1.046053,504.762,29.94,1.13507378,266.7423383,0,79.45516459,1.144741404,99.88649262,0,0,173.9130435,115.942029,710.1449275,0,0,42.25352,0,5.308389832,437.8109373,667.0233111,3,0
308100,1454900,2050103,Svay Chrum,2,1.22421873,5,31.6,0,0,2032634.921,2006.80249,1042.672485,43672.9043,0,311,1.046053,504.762,29.94,45.40540541,562.1621622,12.97297297,89.72972973,1.379201508,38.91891892,0,0,0,0,0,0,0,42.25352,0,2.732886229,45.78125794,6945.419004,3,0
309000,1445200,2080902,Svay Chrum,2,0.49843749,5,32.4,0,0,2439161.90499999,4055.511963,2308.886963,43590.36757,0,311,1.046053,504.762,29.94,6.704980843,498.0842912,5.747126437,61.30268199,1.085767512,96.74329502,1.915709,4,0,0,0,0,0,42.25352,0,5.199785314,534.734527,1986.18919,3,0
369400,1395600,15010112,Svay Chrum,2,0.79374999,5,30.8,0,0,4471796.826,1542.881226,1413.342773,58308.6168499999,0,311,1.046053,504.762,29.94,0,950.9043928,129.1989664,0,0.500679262,0,0,0,0,0,0,0,0,42.25352,0,0,327.4340415,2694.464933,3,50
309200,1507400,1040609,Ruessei,2,1.51591671,5,27.4,406526.9842,1219580.953,2032634.921,2460.717041,1699.684082,68527.70454,0,312,0.879518,454.545,75.188,0,1007.042254,352.1126761,14.08450704,1.058026694,0,0,0,0,237.5,0,1.5,2,67.56757,310.81081,0,381.4494077,25521.24131,1,0
385500,1389500,15020107,Kanhcheu Bay Dach,2,2.55610132,5,31.4,0,813053.9684,0,1765.925537,1615.69751,46516.11198,0,312,0.962264,567.01,225.806,10.63829787,845.7446809,0,218.0851064,0.803729988,0,0,0,161.2903226,64.51612903,774.1935484,1.5,0,306.45161,306.45161,0,451.3361604,5098.291741,2,10
384905,1389006,15020905,Kanhcheu Bay Dach,3,1.85500002,5,32,0,406526.9842,0,1522.756104,1402.116211,47284.75196,0,312,0.962264,567.01,225.806,15.87301587,646.8253968,19.84126984,313.4920635,0.810936905,3.968253968,0,0,0,0,0,1.5,0,306.45161,306.45161,20.11564496,39.15564995,4339.382713,2,0
303800,1489900,1021003,La,2,0.85373014,5,28.8,0,0,2032634.921,2260.819824,1663.349854,60092.6465099999,0,313,0.993631,445.455,67.073,0,555,0,0,0.654599322,315,0,0,40.54054054,229.7297297,729.7297297,1.5,3,151.51515,0,3.206718145,91.04410126,18848.58465,1,0
295100,1508800,1040109,Ruessei Khang,2,0.54630679,5,30.2,1626107.93699999,0,0,1559.873779,940.1170654,79039.81496,0,315,0.932515,855.072,0,11.69590643,894.7368421,0,29.23976608,0.800092765,473.6842105,0,0,43.95604396,186.8131868,769.2307692,1.3,0,0,0,3.90625,274.4233974,14357.63203,1,0
384800,1390100,15020705,Phlov Pouthi Vongs,2,1.42050779,5,31.4,0,0,406526.9842,1456.972168,1219.628418,46779.7477,0,316,0.785311,475.61,0,0,874.3961353,0,77.29468599,0.668788928,0,0,0,301.369863,82.19178082,616.4383562,2,0,696.9697,0,0,170.4517159,5188.917745,3,0
411416,1392072,15030911,Kampong Prak,1,-9999,3,29,0,0,9756647.61999999,3842.040039,3819.984375,26381.75097,0,319,0.490654,542.636,182.39,774.7252747,0,0,21.97802198,0.126248763,0,0,0,0,0,0,0,0,0,0,0,838.3106364,25442.6470999999,0,157
454328,1430123,6081302,Kaoh,2,-9999,5,25,0,406526.9842,0,1157.748413,1064.080688,33536.2635799999,0,324,0.928571,862.5,138.393,50.98039216,752.9411765,0,94.11764706,0.547011327,0,0,0,153.8461538,205.1282051,641.025641,1.5,3,897.4359,0,0,239.2558884,82462.9582099999,2,30
383493,1387960,15050805,Kaev Sovann Kraom,2,1.68154764,5,32,0,813053.9684,0,1570.035522,1399.810425,49039.5025499999,0,324,0.905882,743.902,413.408,0,688.5964912,0,293.8596491,1.063827664,162.2807018,0,0,56.33802817,56.33802817,887.3239437,3,0,265.625,0,6.102871659,54.66204542,2681.702204,3,0
458172,1357296,4061210,Ou Totueng,2,-9999,5,31.4,0,0,1219580.953,1195.935181,1962.451538,38878.07252,0,325,0.946108,600,0,0,1291.479821,260.0896861,309.4170404,1.282125854,58.29596413,0,0,48.46938776,219.3877551,732.1428571,3,0,935.06494,0,0.811688312,444.5690469,22895.3751899999,0,0
303200,1490500,1021001,Chhnaeum Meas,2,1.21936858,5,28.8,0,0,4065269.842,2164.297119,1747.029541,60933.14688,0,328,1.037267,633.333,86.42,0,364.1025641,0,25.64102564,0.242608856,0,0,0,89.74358974,230.7692308,679.4871795,1,2,0,0,0,381.8176669,18304.97664,3,0
290500,1501800,1060606,Bangruh,3,1.22939754,5,30.8,0,6910958.73099999,813053.9684,2470.94873,1437.31897,77891.68072,0,329,0.901734,276.786,178.161,661.971831,450.7042254,0,0,0.675011319,0,0,0,148.1481481,86.41975309,765.4320988,0.8,0,0,0,0,500.2660616,6255.281218,2,0
387030,1391420,15020305,Kandieng,2,0.56015623,5,31,0,813053.9684,0,1912.172729,1690.172607,44189.4526899999,0,333,0.913793,690.141,15.957,0,528.1385281,121.2121212,346.3203463,1.272635282,30.3030303,0,0,166.6666667,83.33333333,750,3,2,28.57143,0,12.39729957,11.78291753,7552.75688,1,10
399700,1386900,15030304,Chorchork,2,0.49687499,5,30.6,0,1219580.953,0,1800.378784,1542.269775,37432.91515,0,334,0.887006,849.206,163.265,0,1108.247423,0,0,0.640726487,0,0,0,0,0,0,1,0,312.5,0,0,447.4469051,12929.24811,0,0
459469,1426294,6080210,Lieb,2,1.17388392,5,25.8,0,2845688.889,0,634.0368042,781.8348389,33805.51305,0,335,0.871508,626.016,685.185,110.5527638,849.2462312,0,10.05025126,0.733037971,135.678392,0,0,197.1830986,154.9295775,647.8873239,1.5,0,342.85714,0,0,254.0121097,82650.9878299999,0,0
352000,1405700,15010808,Kampout Ang,2,6.40961838,5,29.2,0,6504431.747,1626107.93699999,1647.685669,1632.762085,47988.17162,0,335,0.994048,368.852,26.596,0,1083.333333,39.47368421,21.92982456,0.89964309,0,0,0,0,0,0,2,3,100,571.42857,0,217.1348559,3457.470144,58,0
386384,1391355,15020304,Kandieng Knong,2,0.77604163,5,31,0,0,0,1912.172729,1690.172607,44770.98556,0,338,1.20915,621.622,124.224,0,1517.073171,0,268.2926829,0.904729574,0,0,0,121.2121212,257.5757576,621.2121212,3,0,422.53521,563.38028,6.603883906,27.54613161,7105.707057,4,0
384979,1388619,15020103,Voat Pou Ti Muoy,2,0.50312501,5,32,0,0,0,1824.487427,1388.185669,47437.59597,0,339,0.842391,770.833,11.299,0,1085.585586,0,139.6396396,0.952741266,54.05405405,0,0,156.626506,72.28915663,771.0843373,2,0,418.91892,418.91892,0,321.6081832,4091.406783,15,0
488493,1404816,6030202,Phum Ti Pir,3,-9999,5,31.4,0,0,813053.9684,1527.984863,1487.480347,42231.15082,0,341,0.95977,761.905,0,0,0,0,444,0.391698395,68,0,0,113.8211382,186.9918699,699.1869919,0,0,0,0,13.13937495,218.0567735,78317.3523699999,0,0
428925,1409661,6080704,Ba Lat,1,2.13158488,5,26.6,0,0,9350120.63599999,3774.922363,3554.37207,7062.936512,403.22581,341,0.95977,235.294,513.889,636.8421053,0,0,21.05263158,0.63033759,178.9473684,0,0,147.5409836,295.0819672,557.3770492,0,0,0,0,0,10494.9364399999,49971.1534899999,0,500
406500,1386300,15030904,Chi Cheh,2,1.03328121,5,30,0,3658742.858,0,1098.820068,1354.951782,33854.7159899999,0,342,0.790576,427.481,101.695,0,812.2065728,0,28.16901408,0.583725186,0,0,0,481.9277108,72.28915663,445.7831325,1,0,727.27273,0,2.435064935,329.6329482,18082.49452,0,0
295500,1508500,1040101,Samraong Touch,2,0.50312501,5,30.2,813053.9684,0,0,1618.275391,906.0931396,78543.9368899999,0,343,1.005848,554.545,0,22.72727273,990.9090909,18.18181818,0,0.733903835,404.5454545,0,0,47.61904762,107.1428571,845.2380952,1,0,125,0,4.882297327,633.2000985,14420.93521,0,0
287212,1501859,1060303,Preah Angk,3,1.25260413,5,31.4,0,3252215.873,0,2135.883545,1347.614502,80538.34827,0,343,0.994186,785.047,0,28.43601896,753.5545024,0,161.1374408,1.388139916,170.6161137,0,0,12.34567901,296.2962963,691.3580247,1.5,2,0,428.57143,0,109.2704343,3912.450374,1,0
335881,1499105,17060914,Chhnoun,2,1.43378902,5,23.2,1219580.953,1219580.953,0,2972.03418,2839.082275,48111.9787,0,343,1.005848,596.899,0,0,1423.963134,0,0,1.004652867,271.8894009,0,0,0,0,0,1.2,0,153.84615,0,0,197.1243818,50185.80185,0,0
385753,1392331,15020303,Svay Yeang,2,0.97455359,5,30.8,0,0,813053.9684,1278.252808,1497.085693,44804.70379,0,345,0.916667,828.829,155.779,0,1025.531915,0,21.27659574,0.327653274,0,0,0,194.8051948,142.8571429,662.3376623,2.5,0,375,31.25,3.306928087,296.43754,7599.778992,7,0
385100,1392100,15020710,Svay Yeang,2,1.66994047,5,31,0,0,406526.9842,1110.384521,1498.276001,45484.83198,0,345,0.916667,828.829,155.779,17.42160279,675.9581882,94.07665505,243.902439,1.408980474,55.74912892,0,0,0,0,0,2.5,0,375,31.25,0,169.9745318,7090.347065,7,0
483233,1402324,6030404,Boeng Lies,3,4.29446697,5,31.6,0,0,6097904.763,917.124939,1541.078613,36545.0883,0,346,0.747475,375.887,205.882,4.901960784,1137.254902,9.803921569,73.52941176,0.910710991,0,0,0,253.3333333,226.6666667,520,1.5,5,285.71429,0,0,1076.007037,73057.8572699999,7,0
391300,1394400,15020803,Charoek,2,1.03750002,5,30,0,1219580.953,0,1259.350464,1719.242798,38988.36851,0,348,0.870968,687.5,0,0,1181.818182,0,37.19008264,0.483006858,4.132231405,0,0,121.9512195,73.17073171,804.8780488,3,2.5,195.12195,780.4878,0,97.72273446,12642.86464,3,0
451397,1440958,6080914,Srae Ta Maen,2,0.84070945,5,24,0,3252215.873,0,1661.186401,1453.093018,37437.0711299999,0,349,0.982955,471.074,602.339,0,1194.029851,0,9.950248756,0.618089323,69.65174129,0,0,183.0985915,323.943662,492.9577465,1,0,577.46479,0,0,83.28368898,87550.9162,0,0
353126,1400287,15010803,Svay Doun Kaev Pir,2,1.42031252,5,30,0,406526.9842,0,2028.55249,1403.771729,53418.1207399999,0,350,0.944444,626.168,204.819,60.60606061,914.1414141,0,95.95959596,1.19789551,151.5151515,0,0,125,125,750,2.5,3,723.68421,0,0,550.0968919,103.4843275,3,0
384500,1392100,15020709,Sanlung,2,2.32743049,5,31,0,0,1219580.953,1071.661133,1409.296509,46003.80556,0,353,1.179012,702.703,33.113,0,689.6551724,0,73.89162562,0.934757004,0,0,0,78.125,218.75,703.125,1,0,74.62687,447.76119,3.15885668,245.0571187,6839.423939,12,0
319693,1443488,2080503,Kralanh,2,1.74273348,5,29.2,0,0,7724012.699,1769.894775,1638.524658,33646.2684299999,0,354,0.787879,635.036,58.824,80.80808081,873.7373737,90.90909091,5.050505051,1.181558108,146.4646465,0,0,23.64864865,84.45945946,891.8918919,2,0,114.28571,71.42857,0,500.8285849,10874.4318399999,2,40
329253,1501470,17060305,Kralanh,2,1.56590915,5,24,0,406526.9842,0,1919.604736,969.9783936,52816.19615,0,354,0.787879,635.036,58.824,0,587.8661088,0,57.53138075,0.300545904,0,0,0,0,0,0,2,0,114.28571,71.42857,2.002934362,65.85840831,43759.3291,2,0
382234,1383307,15050610,Souriya Kraom,3,3.35649037,5,33.4,0,0,0,1390.34082,1490.549316,52755.90707,0,355,0.950549,854.167,15,0,457.03125,0,375,0.688279129,0,0,0,72.28915663,144.5783133,783.1325301,1.5,0,448.27586,0,2.432682731,439.2840013,1390.200868,0,1000
295000,1509900,1040105,Bantoat Baoh,2,0.53984374,5,30,1219580.953,0,0,1676.689819,1085.152466,79881.73101,0,356,0.945355,734.266,45.977,0,947.1153846,0,0,0.618114534,423.0769231,0,0,89.74358974,205.1282051,705.1282051,1,0,64.10256,0,0.801282051,238.3013805,15099.57846,1,0
327400,1492000,1040413,Anlong Sa,2,2.3458035,5,24.4,0,1219580.953,0,1304.69458,1138.553467,45398.9195299999,11.62791,356,0.966851,865.385,52.326,0,967.3913043,0,54.34782609,1.022958854,70.65217391,0,0,0,0,0,5,0,34.88372,0,1.453488372,264.9686924,41678.3873099999,0,0
401494,1462451,17110309,Bantoat Baoh,2,5.37047052,5,19.6,0,2845688.889,0,1709.434326,1204.787109,50504.0553199999,0,356,0.945355,734.266,45.977,62.5,1174.479167,49.47916667,93.75,0.867479378,96.35416667,0,0,0,0,0,1,0,64.10256,0,0,66.75134372,76441.43352,1,0
328000,1493000,1040411,Kien Banteay,2,1.54241073,5,24.2,0,406526.9842,0,1550.851196,1338.582275,45932.7715899999,0,357,1.051724,766.667,208.556,90.09009009,963.963964,405.4054054,4.504504505,1.048268185,144.1441441,0,0,70.42253521,183.0985915,746.4788732,1,0,208.33333,694.44444,0.868055556,380.9285007,42389.9156099999,0,0
410021,1425613,17040115,Moat Khla,1,-9999,4,24,0,0,2032634.921,-9999,-9999,17811.47998,0,359,0.80402,387.097,0,669.9507389,0,0,0,0,0,0,0,169.1176471,125,705.8823529,0,0,0,0,0,6672.907634,48725.28371,0,1000
372350,1476412,17100805,Ta Kong,3,-9999,5,18.6,0,2439161.90499999,0,1370.614746,1089.515503,30667.74302,0,360,0.945946,887.417,356.725,0,734.989648,0,140.7867495,0.705870093,0,0,0,11.62790698,93.02325581,895.3488372,1,0,22.72727,795.45455,0,811.6002019,72606.59192,2,0
