XCOOR,YCOOR,VILLCODE,VILLNAME,TOPOZONE,INUNDATION,ELEVATION,DRYRAIN,SOIL_LOWP,SOIL_MEDP,SOIL_HIGHP,CONZ_PROX,CONZ_PEOP,POP,SEXR,KW_UPTOSEC,KW_ILLIT,LF_RICE,LF_VEGE,LF_LSC,LF_WAGED,INDLIVELI,MIGRANTS,PL_P1HH,PL_P2HH,PL_NONPHH,RYLD_WET,RYLD_DRY,RYLD_DANDW,RYLD_RANDI,LA_RICE1HA,LA_CULT1HA,INDAGRIM,A_IRRIC,A_IRRIR,A_IRRIP,A_IRRIW,MA_INDACT,MA_PROXROAD,TAGAP_DRY,TAGAP_WET,SW_PROXRIV,SW_PONDS,GW_DWELL,GW_BOREW,IRRI_SCH,IRRI_HEAD
376093,1479802,17100301,Trapeang Seh,3,-9999,5,18.2,2439161.90499999,0,0,35696.6458199999,635.92622,10572,1.003031,799.103,0,7.563399081,0,0,60.3588907,0.487947717,1.63132137,85.93155894,184.7908745,729.2775665,1.5,0,-1,0,2.80674,0,0,0.215,0,0,0,3.600691617,140.8956199,1995.130615,1457.099609,77472.3659699999,0,0,5,0,No
378699,1477072,17100103,Chong Kausu,3,-9999,5,17.8,3252215.873,0,0,35675.67581,116.68322,10458,0.893193,706.038,14.493,1.97461213,3.244,0,62.76445698,0.908316604,10.43723554,0,0,0,1,0,-0.9944,-1,0,0,0.24377073,0,0,0,0,3.702503626,25.35520083,1811.255005,541.5118408,78580.5224599999,0,15,0,0,No
281000,1503500,1060201,Kampong Svay,3,1.39999998,5,32.8,0,2032634.921,406526.9842,86531.5063999999,0,7039,0.891696,932.02,3.66,0,4.126,4.126,180.3398058,0.786992747,160.4368932,73.81121363,33.35699077,892.8317956,0,0,-0.5763,-1,0,35.55556,1.937800067,0,0,0,0,10.24433314,47.91008716,2395.93457,1125.341797,1390.923476,0,0,0,0,No
305100,1449100,2031001,Preaek Moha Tep,3,-9999,5,33.4,0,0,406526.9842,46881.06863,0,6816,1.085679,707.191,4.329,7.741935484,0,7.742,672.9032258,0.36455566,50.64516129,23.82620883,132.4456903,843.7281009,3,3.5,-1,0,0,0,0.55549694,0,0,0,0,0,104.6021686,2405.185791,883.1662598,835.2725689,0,0,0,0,No
305000,1447000,2031004,Kammeakkar,3,-9999,5,33.4,0,0,813053.9684,47231.91217,0,6785,1.024165,662.849,0,0,0,0,175.3722524,0,0,161.9512195,142.4390244,695.6097561,0,0,-0.7273,0.3333,0,0,0,0,0,0,0,1.992498442,2.53103799,2479.946045,897.4032593,412.1406744,0,0,0,0,No
377685,1476206,17100401,Voat Bour,3,-9999,5,18,406526.9842,406526.9842,0,34342.2461699999,0,6691,0.998507,787.796,0,0,0,0,200.5930947,0.474729185,44.69392078,43.88984509,38.72633391,917.383821,0,0,0.4211,-1,0,0,0,0.6364,0,0,0,10.01331352,246.9744736,1815.393311,654.4009399,77286.29364,0,0,7,0,No
382700,1385700,15050401,Peal Nheaek Muoy,3,-9999,5,32.6,0,0,0,50969.6961,0,6313,0.662191,671.552,7.564,0,0,0,282.2603317,0.697613326,24.45881361,0,0,0,2,0,-1,0,0,0,0.217627856,0,0,0,0,25.63274061,85.96659308,1998.506836,1155.028931,436.4453022,0,0,0,0,No
375819,1475711,17100210,Vihear Chen,3,-9999,5,18.2,0,813053.9684,0,32619.88391,0,6080,1.137834,807.925,3.642,6.063668519,7.327,7.58,82.87013643,1.23137873,32.59221829,0,0,0,2,4,0.4211,-1,4.17711,8.35422,0.083542189,0.6364,0,0,0,8.676589106,69.83018534,1613.369385,885.1245117,75395.91283,0,0,9,0,Yes
303500,1448700,2030104,Tuol Ta Aek,3,-9999,5,33.4,0,0,813053.9684,48513.13291,0,6075,0.870958,767.571,0.859,0.93479785,0,0,172.7039028,0.628853392,44.40289787,48.30421377,139.7738952,811.9218911,0,0,-0.9871,-1,0,0,0.539951704,0,0,0,0,1.591017829,127.8478672,2239.091064,994.6308594,633.7666166,0,0,0,0,No
279472,1502392,1060505,Ou Ambel,3,-9999,5,33,0,406526.9842,406526.9842,87161.40324,0,6067,0.986575,376.629,6.55,199.7720148,5.7,75.52,343.1176973,1.438714508,135.3662012,96.4840556,73.58953393,829.9264105,1.5,1.5,-1,0,164.30172,74.6826,4.879229666,0,0,0,0,7.40861796,102.7197125,2587.702148,1175.391724,251.7464521,0,35,0,0,No
376095,1478055,17100208,Sala Kansaeng,3,-9999,5,18.2,2032634.921,0,0,34440.61557,23.60718,5897,0.970264,468.966,5.727,1.224364861,0,0,299.6632997,0.224355422,15.91674319,33.70786517,8.42696629,957.8651685,0,0,-0.2857,0.68,0,0,0.463601747,0,0.5556,0,0,8.440874271,34.98723149,1634.737549,565.4044189,76690.99837,0,6,5,0,No
414013,1389053,15030502,Phum Pir,1,2.62075901,3,29.2,0,0,1626107.93699999,27988.70361,0,5826,0.77622,470.509,0,8.108108108,146.163,111.246,40.54054054,0.697079639,8.108108108,78.74015748,42.39854634,878.8612962,1.5,0,0.9869,-1,41.85448,61.17193,0,0,0,0,0,2.293577982,42.45198459,1595.846924,2123.912598,25768.2565499999,0,0,0,0,Yes
372917,1465316,17100702,Phum Pir,3,12.03229141,3,19.6,0,0,0,24145.51149,0,5826,0.77622,470.509,0,0,146.163,111.246,9.118541033,0.755648131,7.598784195,0,0,0,1.5,0,0,0,41.85448,61.17193,0,0,0,0,0,0,434.7568383,2734.985596,3437.508545,65914.41461,0,0,0,0,No
377450,1478264,17100107,Mondol Bei,3,-9999,5,18.2,813053.9684,0,0,35555.30619,599.64881,5821,0.990766,724.933,5.016,0,17.085,0,330.8309604,0.546676021,38.05332643,86.35097493,169.9164345,743.7325905,1,0,-0.9944,-1,0,0,0,0,0,0,0,9.311795957,427.9223248,1789.338623,684.8046875,77996.4244199999,0,5,0,0,No
376061,1474432,17100402,Voat Svay,3,-9999,5,18.2,0,1626107.93699999,0,31954.0562099999,0,5360,0.904762,804.779,2.606,13.74775852,15.242,0,294.3813509,0.805327235,0.298864316,19.12260967,42.74465692,938.1327334,2,3,0.4211,-1,0,0,1.288936627,0.6364,0,0,0,10.56687223,517.6869144,1822.914429,1005.503479,75042.9742399999,0,0,12,1715187.63671,Yes
304100,1447700,2030102,Ou Ta Kam Pir,3,-9999,5,33.6,0,0,0,48030.73893,0,5340,0.891605,848.66,0,1.749781277,0,4.083,99.4459026,0.942823429,64.45027705,46.51162791,180.9908999,772.4974722,0,0,-1,0,3.996,2.997,0,0,0,0,0,5.628380906,162.0405852,2268.805176,1324.248169,24.66823866,5,0,0,444632.132711999,No
377684,1478135,17100106,Treang,3,-9999,5,18.2,813053.9684,0,0,35636.1506099999,0,4959,1.068836,531.234,16.745,0,3.858,10.873,543.6688881,0.380109952,38.93370747,165.1459854,79.37956204,755.4744526,1,0,-0.9944,-1,0,0,0,0,0,0,0,4.779365863,428.8322875,2016.405884,685.2850952,78148.0348499999,0,5,14,0,No
280324,1505342,1060205,Souphi,3,2.13191295,5,32.6,0,1219580.953,5691377.77799999,88151.70337,0,4946,1.286639,157.977,46.169,27.97202797,2.622,2.622,278.4090909,0.927382625,200.6118881,96.96969697,95.95959596,807.0707071,1,0,-0.5763,-1,1.67364,3.34728,4.986268972,0,0,0,0,14.51624329,623.2407132,2223.9021,1267.127686,3091.973353,0,19,0,0,No
304000,1449700,2030903,Kab Kou Thmei,3,-9999,5,33.4,0,0,813053.9684,47922.25882,0,4891,0.968209,551.724,44.879,21.2477396,1.808,4.973,169.9819168,0.97869628,224.6835443,33.33333333,237.8787879,728.7878788,2.5,0,-1,0,40.81633,5.44218,0,0,0,0,0,2.218909789,85.45864827,1960.813965,1195.234131,403.8922559,0,0,0,0,No
378033,1478082,17100102,Boeng Doun Pa,3,0.33750001,5,17.8,2439161.90499999,0,0,35854.79194,417.1123,4733,0.969621,763.953,25.086,0,0,0,914.07556,0,0,70.09345794,128.9719626,800.9345794,1,0,-0.9944,-1,0,0,0,0,0,0,0,2.374636588,276.2196584,2016.405884,685.2850952,78436.4922599999,0,0,9,0,No
303103,1451522,2030401,Chamkar Samraong Muoy,3,0.89951509,5,33.2,0,0,5284850.79399999,48701.2416299999,0,4702,1.003409,571.945,28.629,222.3692919,209.795,33.091,267.7035076,1.497762506,138.9808074,35.30633437,219.1069574,745.5867082,2,2,-1,0,208.43091,5.8548,2.929780529,0,0,0,0,6.571537341,798.9162518,1407.753052,1071.860107,2172.104539,15,5,0,0,No
287500,1478200,2020701,Boeng Pring,2,0.6476326,5,32.8,0,0,9756647.61999999,68772.83468,2.05339,4696,0.964854,693.069,104.363,793.8903202,76.923,4.417,195.4361428,1.404659453,195.0680898,164.1641642,268.2682683,567.5675676,2.8,3.2,-1,0,169.40452,0,30.59741572,0.5346,0,0,0,2.780012522,173.6641434,1658.652466,1383.320557,343.5114984,285,6,0,9647375.15606999,No
378530,1476680,17100406,Ta Vien,3,-9999,5,17.8,813053.9684,0,0,35291.5847199999,0,4544,0.897286,563.754,6.208,4.81540931,26.003,0,432.1027287,0.350664783,0.963081862,52.38095238,35.71428571,911.9047619,2,0,0.4211,-1,9.37866,988.27667,0.956492741,0.6364,0,0,0,6.731399118,342.893972,1596.118896,414.0558167,78254.06281,0,0,0,0,No
375540,1479146,17100303,Teaksen Tboung,3,-9999,5,18.4,2439161.90499999,0,0,34839.74553,179.43744,4521,0.994266,850.193,0,116.0023795,0,0.892,389.0541344,0.888845304,88.04283165,69.664903,87.3015873,843.0335097,1.5,0,-1,0,33.94762,0,0.09699321,0.215,0,0,0,9.955565894,105.4213759,1798.827515,888.3607788,76683.4638799999,0,0,0,0,No
490573,1408885,6020909,Thnal Baek,2,1.99863863,5,31.2,6097904.763,0,0,45358.4510599999,0,4455,0.967756,701.91,25.641,356.4288176,13.788,38.263,217.8559118,1.212871607,116.5115477,13.56589147,71.70542636,914.7286822,1,0,-1,0,503.06122,5.10204,6.70585444,0,0,0,0,16.942324,254.6068192,1335.110352,1526.147949,82774.0139499999,0,75,0,0,Yes
464997,1355180,4030101,Phsar Leu,3,8.06704521,5,31.6,0,0,406526.9842,43202.9224,0,4326,0.97354,556.186,0,37.76493256,261.657,80.539,306.3583815,1.341540935,100.5780347,43.30175913,148.849797,807.8484438,3.755,4.5,0.997,-1,125.72254,13.00578,2.601156069,0,0,0,0,11.66688144,404.2099403,2768.854736,4577.359375,26952.3593499999,0,72,0,0,No
364882,1484530,17070512,Tuek Thla,2,-9999,5,19.8,0,1626107.93699999,0,33519.34711,0,4312,0.962676,729.958,20.769,308.9700997,0,0,49.83388704,0.962911567,23.25581395,26.02602603,169.1691692,804.8048048,1.5,1.5,-0.3743,-1,0,0,7.133907585,0.2894,0,0,0,0,150.9499733,1949.532837,1683.957642,70065.7585499999,0,39,0,666697.850182999,Yes
368557,1481036,17101308,Tuek Thla,2,-9999,5,19.6,1626107.93699999,0,0,32096.86652,0,4312,0.962676,729.958,20.769,560.1265823,0,0,234.1772152,0.935195286,9.493670886,0,0,0,1.5,1.5,0.8156,-0.8523,0,0,1.941747573,0.0455,0.0909,0,0,1.213592233,619.2541272,2131.658203,1392.545654,71378.96863,0,24,0,1868320.24316999,Yes
295400,1474800,2020603,Nikom Knong,2,2.91845894,4,31.4,0,0,8537066.66799999,60180.9124099999,0,4265,0.981877,661.169,22.944,609.448251,10.097,0,192.2106022,1.00513281,86.18824378,136.7323291,40.5561993,822.7114716,2,3.5,-1,0,119.37173,3.14136,34.03880353,0.1913,0,0,0,0,872.4328337,1627.96936,1618.887939,5348.926699,473,2,0,0,No
304401,1450403,2030402,Chamkar Samraong Pir,3,-9999,5,33.2,0,0,1626107.93699999,47468.84277,0,4261,0.928927,716.682,37.461,223.970539,32.809,29.461,148.6441245,1.499235354,66.62202879,24.05857741,235.3556485,740.5857741,1.5,2.5,-1,0,317.2738,197.41481,1.292596945,0,0,0,0,3.699023138,78.29736458,1960.813965,1195.234131,1193.017314,1,2,0,0,No
376807,1475820,17100403,Voat Damnak,3,-9999,5,18,0,1219580.953,0,33427.44847,90.78772,4209,1.019674,613.887,58.345,0,0,0,101.9273536,0.279422357,8.895478132,88.15789474,51.31578947,860.5263158,0,0,0.4211,-1,0,0,0.534045394,0.6364,0,0,0,2.453177562,246.0705704,1742.312256,781.6029053,76328.36104,0,0,4,0,Yes
456318,1353961,4060704,Phnum Touch,2,-9999,5,30.6,406526.9842,0,1626107.93699999,41663.26425,0,4208,0.952668,667.001,234.756,1040.100251,7.411,377.942,192.9824561,0.950775504,12.53132832,28.16901408,98.5915493,873.2394366,0,0,0.6545,1,0,66.9746,15.97301166,0,1,0,0,3.578687193,28.90611036,1966.676025,2725.103271,19376.4928299999,10,3,0,0,No
328010,1505562,17061002,Phnum Touch,2,1.07105267,5,24.2,0,1219580.953,0,57051.1549499999,0,4208,0.952668,667.001,234.756,726.2569832,7.411,377.942,5.586592179,0.909272199,94.97206704,0,0,0,0,0,-1,0,0,66.9746,17.64705882,0.6178,0,0,0,0,91.47522042,1442.338623,1094.973999,43161.35072,10,2,0,0,Yes
306200,1448100,2030304,Rumchek Buon,3,-9999,5,33.2,0,0,406526.9842,45897.45464,0,4200,0.948052,806.475,41.423,90.7504363,13.962,52.356,307.1553229,1.220062474,188.4816754,53.19148936,131.6489362,815.1595745,2.5,0,-0.9496,-1,64.26735,64.26735,2.439518927,0,0,0,0,6.843535384,458.6906455,2210.567139,518.6121216,1779.272378,10,0,0,0,No
485237,1408053,6020910,Trapeang Prolit,2,1.08072913,5,31,2845688.889,0,406526.9842,40040.01275,0,4193,0.973176,579.34,52.356,756.6137566,32.332,270.065,87.3015873,0.853831927,201.0582011,25.64102564,192.3076923,782.0512821,0,0,-1,0,0,157.89474,2.351593306,0,0,0,0,0,0.92550547,1073.35498,1075.792236,78819.80825,2,131,0,0,Yes
305700,1449500,2030403,Voat Lieb,3,-9999,5,33.2,0,0,406526.9842,46246.05139,0,4183,1.026647,640.42,13.939,25.54470323,0,0,253.5687453,1.101967021,117.2051089,16.02136182,228.3044059,755.6742323,3,0,-1,0,0,0,0.831029332,0,0,0,0,20.81704004,57.1238567,1958.150391,493.7788696,1525.332699,0,0,0,0,No
407200,1405900,15020812,Voat Lieb,1,-9999,2,27.2,0,0,0,19455.9908399999,0,4183,1.026647,640.42,13.939,710.8108108,0,0,13.51351351,0.948275301,45.94594595,0,0,0,3,0,0,0,0,0,10.85271318,0,0,0,0,0.968992248,9279.12015,4233.817871,3145.749512,31930.5451399999,0,1,0,0,No
306804,1446680,2030203,Dabbei  Meakkakra,3,-9999,5,33.2,0,0,813053.9684,45494.99392,0,4123,0.888685,744.102,5.74,1.315356791,0,3.288,45.70864847,0.887767117,10.52285432,0,0,0,3,2,-0.7273,0.3333,2.7027,5.40541,0.27027027,0,0,0,0,0,217.1244439,3733.167236,1157.463745,787.5008331,0,0,0,0,No
376127,1477444,17100214,Ta Phul,3,-9999,5,18,0,0,0,34033.96856,7.04225,4090,0.789151,763.566,10.823,0,0,0,202.9439399,0,0,0,0,0,1,0,-0.2857,0.68,0,0,0,0,0.5556,0,0,16.33740125,34.10902218,1481.186279,674.1934814,76446.38533,0,0,10,0,No
303700,1449200,2030901,Ou Char,3,-9999,5,33.4,0,0,406526.9842,48265.14358,0,4064,0.942639,723.207,51.011,23.7020316,4.891,4.891,142.2121896,1.028777794,36.49360421,21.48760331,160.3305785,818.1818182,2.8,0,-1,0,13.53383,0,0.15037594,0,0,0,0,8.241780987,106.9711799,2239.09082,994.6307983,126.8879499,3,20,0,0,No
304000,1448000,2030101,Ou Ta Kam Muoy,3,-9999,5,33.6,0,0,813053.9684,48093.5605399999,0,4003,0.91348,696.27,4.681,11.25967628,1.407,15.834,134.7642505,1.210054298,48.20548909,29.85074627,152.0522388,818.0970149,0,0,-1,0,4.77327,3.57995,1.440146252,0,0,0,0,2.729236163,106.235736,2268.805176,1324.248169,164.2684259,0,1,0,0,No
441082,1381271,4010201,Chhnok Tru,1,5.27965593,5,29.6,0,0,6910958.73099999,14863.89244,0,3966,1.383413,686.441,0,44.00137504,0,18.219,37.12616019,0.460656448,0,114.1732283,127.9527559,757.8740157,1,1,1,-1,63.22795,63.22795,1.830282862,0,0,0,0,0,135.1475661,2339.114502,2744.649414,34537.2118699999,0,0,0,0,No
305100,1448800,2031003,Mphey  Osakphea,3,-9999,5,33.4,0,0,0,46911.37524,0,3904,1.038642,905.875,0,0,0,0,115.0269212,0.675584164,78.80567792,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,35.04207786,159.7444963,1958.150635,493.7789917,803.4469268,0,0,0,0,No
286700,1497600,1020916,Ruessei Kraok,3,-9999,5,31.8,0,406526.9842,0,78489.46107,0,3797,0.915742,544.697,0,0,0,0,197.6744186,0.692885776,188.8372093,0,0,0,2.8,3,-0.9934,-1,9.50119,0,2.700473243,0,0,0,0,11.66169337,160.7146674,2958.418701,1907.412476,1098.635005,280,0,0,0,No
355037,1462839,2050704,Preaek Toal,1,2.98886013,3,21.8,0,0,2845688.889,9721.805466,0,3793,0.96122,620.928,353.741,0,0,0,4.93624023,0.057442933,4.524886878,210.2425876,28.30188679,761.4555256,0,0,0,0,0,0,0,0,0,0,0,1.041818507,184.5072847,4894.527344,4622.09082,51061.5921,0,0,0,0,No
296223,1454031,2020301,Ou Ta Ki,2,-9999,5,33.8,0,0,5691377.77799999,55534.13308,0,3792,0.96987,566.053,21.576,1267.001546,34.776,1.159,97.37248841,0.497455884,37.0942813,289.3289329,84.70847085,625.9625963,2.5,2.5,-1,0,0,28.32512,14.39450165,0,0,0,0,3.427524486,323.4142422,2195.835938,1283.716675,399.027262,9,0,0,0,No
306200,1456400,2050506,Preaek Chdaor,2,2.02468753,5,32,0,0,6504431.747,45636.7503799999,0,3606,0.996678,573.013,115.684,241.6958042,9.615,6.556,101.8356643,1.337311582,75.61188811,131.1258278,329.8013245,539.0728477,0.12,1.2,-0.9496,-1,156.41711,21.39037,9.843799665,0,0,0,0,0.08355615,1233.944481,1727.347046,1195.300781,7449.223937,6,0,0,0,No
305100,1448500,2031002,Kampong Krabei,3,-9999,5,33.4,0,0,406526.9842,46943.5795199999,0,3559,0.996074,833.051,0,0,0,0,565.6765677,0.480569671,129.3729373,182.6086957,330.4347826,486.9565217,0,0,-1,0,0,0,0,0,0,0,0,23.59374435,99.36875329,1958.150635,493.7789917,843.1270069,0,0,0,0,No
491705,1401695,6021106,Kampong Krabei,2,2.66252971,5,31.8,0,2845688.889,0,44761.80071,0,3559,0.996074,833.051,0,709.8039216,0,0,337.254902,1.511961639,43.1372549,0,0,0,0,0,-1,0,0,0,6.639792865,0,0,0,0,0,119.7349172,2012.016602,2947.053223,78128.47555,0,0,0,0,Yes
385024,1389928,15020105,Kampong Krabei,2,1.48125005,5,31.4,0,0,0,46682.79714,0,3559,0.996074,833.051,0,555.5555556,0,0,204.6783626,1.122595953,0,0,0,0,0,0,-1,0,0,0,9.091745379,0,0,0,0,1.157407407,272.626931,1765.925537,1615.69751,5159.115673,0,0,0,168077.376246,Yes
316600,1450200,2080304,Basaet,2,1.55529344,5,30.2,0,0,4471796.826,35328.63354,0,3543,0.938184,491.659,209.441,519.4401244,0,6.739,35.76982893,0.614504847,69.46604458,252.9691211,233.9667458,513.064133,2.5,0,-1,0,78.43137,261.43791,12.50057251,0,0,0,0,1.535378175,563.8128335,1842.186401,1529.685181,11022.38171,18,30,0,0,No
306068,1445223,2080801,Voat Ta Moem,2,-9999,5,33,0,0,4471796.826,46465.5622,0,3536,1.014815,582.143,0,301.3048636,142.349,81.851,59.90510083,1.190417509,43.89086595,25.95628415,79.23497268,894.8087432,2.5,0,-1,0,211.82266,343.18555,10.07449885,0,0,0,0,4.461536913,307.4073869,3401.66333,1391.168091,622.7687637,10,10,0,0,No
375576,1470726,17100907,Aranh,3,8.28060818,5,19,0,6504431.747,0,29286.47704,0,3521,0.959377,662.519,11.204,51.36986301,4.281,8.99,32.10616438,1.621919111,14.98287671,0,0,0,2.5,3.5,-1,0,125.83893,33.55705,6.306385526,0.752,0,0,0,6.113442149,464.9154683,2364.253662,1975.669922,71924.6348799999,0,0,5,3260962.1412,Yes
306600,1451000,2030502,Dam Spey,3,-9999,5,32.8,0,0,406526.9842,45235.9777899999,0,3452,1.045024,577.296,66.255,19.28640309,0.964,14.465,118.1292189,1.435499396,36.16200579,53.01204819,93.97590361,853.0120482,2.5,2,-0.9496,-1,22.62443,12.06637,2.292918312,0,0,0,0,6.145494297,45.7100695,2348.397705,1183.91687,3050.415616,0,4,0,0,No
305300,1445900,2030801,Voat Kor,3,0.66484374,5,33.4,0,0,2032634.921,47104.27261,0,3428,0.980358,940.15,0,687.4506709,36.701,61.957,155.8800316,1.085205303,65.50907656,62.30529595,138.6292835,799.0654206,2.5,0,-1,0,635.09317,4.65839,4.60079799,0.0047,0,0.0016,0,6.119548593,7.83470694,2135.182373,1115.331543,578.8409198,24,28,0,0,No
280378,1502659,1060502,Kourothan,3,-9999,5,32.8,0,813053.9684,406526.9842,86562.29999,0,3423,1.030249,693.617,0,102.0408163,4.989,0,187.755102,1.398172584,127.4376417,105.2631579,126.566416,768.1704261,2,0,-1,0,3.70828,0,1.500554866,0,0,0,0,2.158788943,149.368613,2392.717285,798.8196411,410.1968357,0,0,0,0,No
292600,1466900,2020802,Kien Kaes Pir,3,0.82499999,5,33,0,0,1626107.93699999,60613.60848,0,3396,0.98133,663.055,13.237,717.959353,10.369,29.448,259.2285359,1.166652885,221.4848611,160.5351171,162.2073579,677.2575251,2.6,3.4,-0.8561,-1,142.37856,0,25.33525319,0.6229,0,0,0,0.654244198,23.25766085,2108.062012,1772.942139,28.85058065,150,0,0,1808210.66218,No
442074,1374805,4011001,Ponley,2,-9999,5,30.2,0,406526.9842,0,20601.0374799999,0,3338,0.882685,683.394,15.469,756.097561,59.205,58.773,80.93126386,0.976680707,37.6940133,49.18032787,131.147541,819.6721311,2,2.2,-0.9675,-1,316.00547,378.93297,0.626959248,0,0,0,0,54.13147393,32.71079859,1905.66748,1577.719604,29336.6836799999,4,0,0,0,No
290543,1473424,2020601,Chrouy Sdau,2,0.58804566,5,32.6,0,0,10569701.59,64316.1523999999,0,3318,0.942623,604.044,31.25,603.100047,7.515,0,181.7754814,1.059685152,143.2597464,54.13533835,219.5488722,726.3157895,2.5,3,-1,0,101.51515,0,55.79182734,0.1913,0,0,0,2.177145478,214.5180478,1646.654907,1378.967529,414.0403286,91,0,0,10635408.7612,No
464827,1354613,4030106,Trapeang Bei,3,0.65937501,5,31.6,0,0,0,43654.15503,0,3314,0.976148,799.31,0,60.33182504,9.553,18.602,231.7747612,1.188495949,30.16591252,125,188.2716049,686.7283951,0,3,0.997,-1,23.06425,0,2.471169687,0,0,0,0,13.16578482,477.0111626,3028.90918,4640.552734,26457.2226999999,0,8,0,0,No
442943,1432828,6080609,Prakeab,2,12.03826523,5,24.2,0,0,6504431.747,25708.20156,0,3296,1.033313,643.324,0,1004.43459,3.106,8.282,0,0.745754229,22.172949,33.75527426,286.9198312,679.3248945,2.5,3,-0.6516,-0.5647,399.33444,28.28619,20.95708549,0.2926,0,0,0,0.28280543,130.8363409,1621.369385,1512.35144,75823.39035,5,0,0,0,Yes
322100,1455000,2080301,Boeng Tuem,2,1.03557694,5,28.4,0,0,11382755.56,29685.09846,70.42254,3257,0.966787,624.226,56.266,246.5686275,1.961,9.804,25.98039216,1.372809882,74.50980392,193.236715,246.3768116,560.3864734,1.5,2.5,-1,0,158.05947,21.90923,30.71309212,0,0,0,0,1.564945227,57.94186245,2009.404419,1607.203369,18125.16974,0,2,0,0,No
317800,1451400,2080303,Samdach,2,1.62403846,5,29.4,0,0,6504431.747,34033.03768,14.20455,3256,1.017348,530.822,29.487,345.4960091,0,5.701,176.7388826,1.408133091,205.2451539,394.437421,126.4222503,479.1403287,2.5,3,-1,0,220.17045,0,22.93349752,0,0,0,0,2.265904256,524.8965903,1931.450928,1491.566284,12633.79081,14,14,0,0,No
488243,1404132,6030301,Kampong Thum,3,1.15208328,5,31.4,0,0,0,41828.6454099999,0,3231,0.896127,863.271,0,212.244898,54.082,0,213.7755102,1.423608048,41.32653061,66.66666667,50.98039216,882.3529412,1.5,4.5,0,0,211.79625,0,6.027581258,0,0,0,0,9.168776369,5.14306381,1119.049316,1651.227051,77634.0280599999,0,0,0,0,Yes
279827,1502573,1060503,Roung Masin,3,-9999,5,33,0,0,1219580.953,86968.83534,0,3228,1.012469,381.568,0,65.25376464,0,2.789,121.0262131,1.068736767,45.7334077,26.05863192,213.3550489,760.5863192,1.2,0,-1,0,0,0,1.742160279,0,0,0,0,0,148.5166968,2447.618652,1327.630615,357.9869586,0,37,0,0,No
386500,1390700,15020702,Roung Masin,2,-9999,5,31.2,0,0,0,45023.5513199999,0,3228,1.012469,381.568,0,633.9285714,0,2.789,93.75,0.46766098,13.39285714,0,0,0,1.2,0,-1,0,0,0,0,0,0,0,0,4.980883597,44.83237203,1988.266113,1987.057617,6660.327906,0,0,0,0,Yes
281300,1502600,1060703,Phum Bei,3,-9999,5,32.6,0,813053.9684,0,85769.95715,0,3187,0.952819,745.335,15.952,0,0,0,62.89027654,0.690535355,54.41570027,66.22516556,37.08609272,896.6887417,0,0,-1,0,0,0,0.127226463,0,0,0,0,21.74937755,173.5802356,2523.353516,553.2907715,740.7015419,0,0,0,0,No
414021,1388959,15030503,Phum Bei,1,1.41250002,3,29.2,0,0,1219580.953,28073.10757,0,3187,0.952819,745.335,15.952,0,0,0,4.405286344,0.030832034,0,0,0,0,0,0,0.9869,-1,0,0,0,0,0,0,0,1.430022957,35.68143116,1595.846924,2123.912598,25717.75042,0,0,0,0,Yes
372931,1465214,17100703,Phum Bei,3,6.64992046,3,19.6,0,0,5284850.79399999,24108.8495699999,0,3187,0.952819,745.335,15.952,0,0,0,2.155172414,0.089017994,2.155172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.9869884,2734.985596,3437.508545,65824.7139599999,0,0,0,0,No
311511,1444758,2080109,Svay Kang,3,0.49687499,5,31.4,0,0,2439161.90499999,41223.81152,0,3186,0.998745,469.331,15.371,479.8927614,10.724,28.82,104.5576408,1.068791456,114.6112601,82.03991131,239.4678492,678.4922395,1.5,0,-1,0,662.7907,337.2093,10.04962854,0,0,0,0,1.930624978,507.1654906,2405.234131,1046.361938,4034.462111,1,1,0,0,No
375862,1471721,17100901,Voat Pou Banteay Chey,3,3.43843746,5,18.8,0,2032634.921,0,30104.83466,0,3129,0.984147,773.931,23.78,98.00097513,34.13,58.02,73.62262311,1.536319256,5.850804486,160.2434077,24.34077079,815.4158215,1.5,1.8,-1,0,69.54887,93.98496,19.65041281,0.752,0,0,0,16.30294699,520.0893122,1928.790039,1484.422485,72954.501,0,0,0,1871027.13235999,Yes
357159,1450640,2050705,Kbal Taol,1,9.87317467,3,22.6,0,0,9350120.63599999,6203.161483,0,3127,1.050492,397.21,444.858,0,1.3,0,19.49317739,0.189265138,6.497725796,219.047619,130.1587302,650.7936508,0,0,0,0,0,0,0,0,0,0,0,9.898333376,3591.444998,4948.668457,4688.858398,46693.1246699999,0,0,0,0,No
294100,1474700,2020602,Nikom Krau,2,2.64227438,5,32,0,0,6910958.73099999,61365.67048,0,3113,0.915692,718.631,18.265,812.3409669,13.995,0,33.07888041,0.735118234,102.4173028,117.4652241,88.09891808,794.4358578,2.5,3,-0.3107,-1,153.457,0,25.01919848,0,0,0,0,0.10539629,465.9005667,1734.89978,1545.815063,4155.042622,1,22,0,7208612.93771,No
