XCOOR,YCOOR,VILLCODE,VILLNAME,TOPOZONE,INUNDATION,ELEVATION,DRYRAIN,POP,SEXR,KW_UPTOSEC,KW_ILLIT,LF_CROP,LF_FISH,LF_ANI,LF_WAGED,INDLIVELI,MIGRANTS,PL_P1HH,PL_P2HH,PL_NONPHH,LAT_NOIMPR,LAT_IMPR,WA_NEAR,WA_WITHIN,WS_PUR,WS_WELL,WS_POND,WS_RIV,WS_RAINS,WT_FILT,WT_BOIL,WT_CHLTT,WT_SOLTT,MA_INDACT,MA_PROXROAD,WA_AWAY,WS_UNSAFE,WT_UNTREAT
308600,1487400,1021007,Kbal Krabei,2,0.71459866,5,28,131,0.955224,551.724,338.462,385.7142857,0,0,0,0.667093674,242.8571429,225.8064516,193.5483871,580.6451613,0,0,0,0,0,0,1000,0,0,0,185.1851851852,0,0,0,239.0289654,1000,1000,815
387798,1391026,15020308,Prey Kdei Leu,2,-9999,5,30.8,154,0.811765,687.5,11.236,1084.11215,18.69158879,0,65.42056075,1.261040957,130.8411215,209.3023256,162.7906977,627.9069767,1000,750,811,0,0,0,0,1000,0,0,1000,0,0,0,37.35564524,189,1000,0
488210,1405008,6030205,Phum Ti Pram,3,-9999,5,31.4,187,0.798077,750,0,0,0,0,353.3834586,0,0,81.39534884,52.3255814,866.2790698,1000,1000,0,1000,1000,0,0,0,0,0,0,0,0,1.524390244,127.3834677,0,0,1000
420102,1436132,17040101,Sdau,1,4.25827217,5,22.8,187,0.815534,410.959,414.141,469.6531792,158.9595376,0,92.48554913,1.391892073,14.45086705,0,372.8813559,0,17.54386,17.54386,280,0,0,0,NA,NA,350.8771929825,0,175.4385964912,0,0,0,1312.959078,720,NA,825
453118,1359272,4060205,Toap Tbaeng,2,-9999,5,30.8,194,0.94,953.846,0,1058.252427,0,631.0679612,97.08737864,1.110108397,0,200,155.5555556,644.4444444,181.81818,181.81818,231,718,0,1000,0,0,0,522.7272727273,340.9090909091,0,113.6363636364,0,215.4646985,51,0,23
455138,1358087,4060712,Toap Tbaeng,2,-9999,5,30.8,194,0.94,953.846,0,1362.126246,0,279.0697674,93.02325581,0.86680566,16.61129568,0,0,0,181.81818,181.81818,779,27,0,NA,0,0,0,NA,227.2727272727,0,0,0.58411215,65.60096983,195,0,NA
501864,1395532,6070204,Ou Kaoh Kokir,2,-9999,5,32.6,208,1.039216,478.261,178.947,634.1463415,0,0,178.8617886,0.921928793,203.2520325,0,0,0,697.67442,69.76744,452,405,0,1000,0,0,0,395.3488372093,604.6511627907,0,0,0,588.911654,143,0,0
488254,1405097,6030204,Phum Ti Buon,3,-9999,5,31.4,217,0.886957,842.105,0,0,0,0,196.3190184,0,0,81.96721311,415.3005464,502.7322404,1000,1000,69,875,1000,0,0,0,0,0,0,0,0,27.81715095,107.1313288,14,0,1000
488256,1405085,6030203,Phum Ti Bei,3,-9999,5,31.4,220,1.056075,1000,0,0,0,0,123.3766234,0.198515243,6.493506494,144,144,712,1000,1000,0,30,1000,0,0,0,0,212.7659574468,212.7659574468,0,0,36.54344878,113.0237243,970,0,574
294300,1509700,1040104,Proput,2,0.49843749,5,30.2,227,1.063636,420.455,12.658,967.4796748,0,0,24.3902439,0.812242426,430.8943089,181.8181818,113.6363636,704.5454545,68.18182,0,179,77,0,0,0,1000,0,0,68.1818181818,0,0,1.420454545,473.9232757,744,1000,932
386052,1393052,15020301,Kampong Roka,2,1.0255208,5,30.6,227,0.991228,910.448,36.364,1027.972028,76.92307692,0,272.7272727,1.461910264,545.4545455,150.9433962,226.4150943,622.6415094,645.83333,291.66667,826,174,0,312.5,229.1666666667,250,208.3333333333,0,312.5,0,0,17.5191666,391.4375596,0,479,688
385711,1387899,15020101,Tuol Char,2,3.18924642,5,32,237,0.942623,550.562,372.549,1145.631068,0,0,58.25242718,0.587897916,145.631068,288.4615385,19.23076923,692.3076923,140,0,274,16,NA,0,100,40,0,0,0,0,0,0,71.37067266,710,140,1000
388051,1391126,15020309,Prey Kdei Kandal,2,0.49687499,5,30.8,238,0.687943,616.667,0,847.5609756,42.68292683,213.4146341,103.6585366,1.363669889,0,166.6666667,148.1481481,685.1851852,860,0,532,191,0,0,0,500,500,600,100,0,0,6.25,6.880079,277,500,300
383936,1388210,15050803,Ou Ba Krang Kandal,2,2.9078126,5,32,242,1.016667,583.333,90.164,543.75,0,18.75,612.5,1.011752303,131.25,137.9310345,172.4137931,689.6551724,238.09524,238.09524,279,0,238.0952380952,317.4603174603,238.0952380952,206.3492063492,0,111.1111111111,285.7142857143,0,0,1.984126984,3.86377835,721,444,603
453480,1360498,4060206,Chheu Neak,2,1.52526045,5,30.8,243,1.076923,779.221,7.874,748.502994,0,0,0,0.917738187,65.86826347,240.7407407,129.6296296,629.6296296,173.07692,173.07692,315,685,0,1000,0,0,0,365.3846153846,96.1538461538,0,0,4.070065338,174.6139283,0,0,538
429167,1450874,17040309,Rumlong,2,-9999,5,22,244,0.92126,831.169,0,1020.408163,0,0,20.40816327,0.806893085,40.81632653,0,115.3846154,0,320,320,140,20,0,900,100,0,0,100,200,0,0,4.232867951,285.9002577,840,100,700
362130,1484830,17071006,Ta Tok,2,5.95207071,5,20.2,248,0.9375,635.514,264.957,260.5363985,0,0,19.15708812,0.527718643,0,33.47280335,58.57740586,907.9497908,230.76923,115.38462,212,387,0,NA,0,0,0,NA,NA,288.4615384615,0,0,435.2022746,396,0,NA
448531,1367676,4010602,Tuol Thlok,2,4.47238827,5,30.4,249,0.830882,815.789,65.789,994.1860465,0,127.9069767,186.0465116,1.213851801,145.3488372,161.2903226,129.0322581,709.6774194,261.53846,261.53846,294,686,0,1000,0,0,0,769.2307692308,230.7692307692,0,0,0,98.0117328,20,0,0
447962,1442789,6080906,Anlong Pring,2,0.66484374,5,23.6,250,0.908397,857.143,0,230.4609218,0,36.07214429,112.2244489,0.886648702,0,272.7272727,230.7692308,496.5034965,361.70213,148.93617,941,34,0,NA,0,0,0,531.914893617,851.0638297872,638.2978723404,148.9361702128,0,114.6402001,25,0,NA
383587,1388051,15050801,Ou Ba Krang Leu,2,2.9078126,5,32,250,1.066116,774.648,72,771.6049383,0,24.69135802,314.8148148,1.115355577,123.4567901,111.1111111,206.3492063,682.5396825,266.66667,266.66667,766,43,750,33.3333333333,50,166.6666666667,0,66.6666666667,66.6666666667,0,0,4.166666667,48.36017881,191,217,867
330511,1501400,17060302,Trapeang Chrang,2,3.71490383,5,23.8,250,0.923077,408.163,0,1273.972603,0,0,6.849315068,1.047781014,287.6712329,0,113.2075472,0,200,100,408,490,0,560,0,0,440,500,300,0,0,0,427.5715159,102,0,200
432182,1451524,17040806,Ou Rung,2,0.9186765,5,22.2,261,1.007692,620.69,0,622.9508197,0,65.57377049,16.39344262,0.87244125,0,341.4634146,219.5121951,439.0243902,116.88312,0,655,310,0,194.8051948052,0,298.7012987013,0,324.6753246753,0,0,0,0,1017.855373,34,299,675
385804,1390743,15020106,Phlov Krabei,2,-9999,5,31.2,264,0.783784,705.882,53.435,833.3333333,6.41025641,0,96.15384615,0.839111126,70.51282051,87.71929825,87.71929825,824.5614035,222.22222,203.7037,681,43,0,74.0740740741,0,925.9259259259,0,74.0740740741,574.0740740741,0,0,0,1.83112152,277,926,352
282800,1493600,1020201,Khtum Reay Lech,2,0.66250002,5,32.6,265,0.853147,842.857,0,317.6470588,0,11.76470588,17.64705882,1.22886601,52.94117647,81.96721311,114.7540984,803.2786885,269.84127,269.84127,931,69,0,0,79.3650793651,873.0158730159,47.619047619,0,158.7301587302,0,0,0,305.0063966,0,952,841
385139,1389024,15020104,Voat Pou Ti Pir,2,-9999,5,32,268,0.914286,616.279,26.846,715.9090909,22.72727273,0,215.9090909,1.030643074,0,78.43137255,176.4705882,745.0980392,188.67925,188.67925,444,19,56.6037735849,660.3773584906,0,283.0188679245,0,0,0,0,0,3.993271652,22.53229212,537,283.0188679245,1000
470498,1365640,4040505,Damnak Kakaoh,2,-9999,5,32,269,0.935252,560.606,194.444,1006.116208,0,91.74311927,42.81345566,0.945368859,67.27828746,266.2721893,124.260355,609.4674556,409.83607,81.96721,472,259,0,NA,0,16.393442623,0,NA,0,606.5573770492,0,0,99.08366626,269,16,NA
384677,1388198,15020102,Ou Ba Krang,2,1.42312503,5,32,269,0.805369,940.476,0,593.4065934,0,43.95604396,258.2417582,1.237495605,0,181.8181818,15.15151515,803.030303,390.625,390.625,0,0,640.625,0,0,359.375,0,0,0,0,0,0,188.200494,1000,359,1000
454306,1375724,4040603,Kramal,1,18.21909904,5,30.6,273,0.978261,80.882,71.429,15.15151515,681.8181818,0,0,0.30237743,37.87878788,339.6226415,75.47169811,584.9056604,178.57143,0,472,528,0,0,0,1000,0,1000,0,0,0,0,5614.373575,0,1000,0
386907,1390556,15020110,Preaek Ta Kong,2,1.91562498,5,31.2,275,1.052239,670.886,85.714,1134.078212,16.75977654,0,72.62569832,0.79831989,0,183.3333333,83.33333333,733.3333333,163.63636,163.63636,271,0,0,109.0909090909,90.9090909091,636.3636363636,163.6363636364,90.9090909091,272.7272727273,0,0,2.272727273,98.940425,729,727,636
457216,1356310,4061208,Chen,2,-9999,5,31.2,280,0.717791,703.704,0,1128.865979,0,489.6907216,159.7938144,1.40534993,293.814433,183.0985915,197.1830986,619.7183099,500,375,323,661,0,1000,0,0,0,421.875,15.625,0,0,0.9765625,49.8690329,16,0,563
413800,1383400,15030106,La Bak,2,-9999,5,30.2,281,0.951389,448.598,434.109,1316.770186,74.53416149,0,37.26708075,0.956591794,0,112.6760563,84.50704225,802.8169014,600,366.66667,174,449,0,666.6666666667,0,0,333.3333333333,183.3333333333,83.3333333333,0,0,0,722.9909245,377,0,733
488266,1404946,6030206,Phum Ti Pram Muoy,3,-9999,5,31.4,283,0.951724,820.896,0,0,0,0,298.5074627,0,0,0,0,0,1000,1000,23,943,1000,0,0,0,0,0,0,0,0,13.08740421,177.7178637,11,0,1000
381180,1399928,15020613,Chamreh,2,2.22605944,5,29.4,285,0.83871,682.927,94.34,1090.909091,9.46969697,18.93939394,41.66666667,1.110178024,157.1969697,118.6440678,203.3898305,677.9661017,789.47368,614.03509,508,77,0,NA,NA,NA,0,0,263.1578947368,0,0,0.284090909,192.3517358,415,NA,737
433412,1447622,17041203,Chamreh,2,1.61094976,5,22.4,285,0.83871,682.927,94.34,718.6147186,0,0,203.4632035,1.293413078,116.8831169,0,0,0,789.47368,614.03509,53,303,0,NA,0,0,0,263.1578947368,87.7192982456,0,0,3.933928289,523.7558628,645,0,649
389000,1392700,15020315,Kampong Krasang Leu,2,0.68389422,5,30.8,290,0.946309,774.648,7.143,1155.172414,0,0,183.908046,0.400103538,0,38.96103896,220.7792208,740.2597403,493.33333,493.33333,986,14,0,0,0,1000,0,200,760,40,0,4.091285421,59.51323098,0,1000,0
387464,1391111,15020307,Yos,2,-9999,5,30.8,293,0.890323,541.176,50,1051.282051,0,76.92307692,0,0.644764008,0,102.9411765,250,647.0588235,781.81818,563.63636,983,0,72.7272727273,0,109.0909090909,818.1818181818,0,454.5454545455,272.7272727273,0,0,0,144.1312891,0,927,273
453970,1356618,4060711,Thma Reab,2,-9999,5,30.8,296,0.909677,851.064,28.369,1310.249307,0,396.1218837,144.0443213,1.218973891,88.64265928,64.93506494,77.92207792,857.1428571,80,80,850,71,0,NA,0,0,0,880,546.6666666667,373.3333333333,0,6.471281525,220.282757,79,0,NA
390400,1384900,15050508,Srah Srang,3,-9999,5,31.8,304,0.91195,408.602,72.993,429.3478261,0,0,282.6086957,1.201218758,190.2173913,102.5641026,115.3846154,782.0512821,579.71014,217.3913,814,14,0,797.1014492754,115.9420289855,86.9565217391,0,144.9275362319,173.9130434783,0,0,0.905797101,21.5716427,157,203,681
355600,1399521,15010501,Prey Yeang,2,0.76423609,5,30.2,306,0.854545,658.228,97.143,944.7004608,0,18.43317972,36.86635945,0.869428244,0,38.46153846,153.8461538,807.6923077,112.90323,112.90323,623,197,0,96.7741935484,483.8709677419,419.3548387097,0,0,0,0,0,0,55.85286778,180,903,1000
453356,1427394,6081204,Samprouch,2,1.80160987,5,25.6,309,0.907407,602.564,0,1722.222222,0,0,0,1.01056219,468.2539683,152.5423729,84.74576271,762.7118644,17.54386,17.54386,0,479,0,0,1000,0,0,0,315.7894736842,0,0,0,439.7448458,521,1000,684
429684,1444219,17041209,Ta Yon,2,3.65638733,5,22.6,309,0.993548,408.163,395.21,810.9452736,84.57711443,0,0,1.233519362,179.1044776,239.4366197,394.3661972,366.1971831,350,166.66667,255,78,0,250,0,750,0,900,0,0,0,0,200.1788289,667,750,100
328600,1494300,1040409,Ovmal,2,2.57393456,5,24,310,1.039474,905.263,13.158,819.1489362,53.19148936,159.5744681,446.8085106,1.545121714,255.3191489,71.42857143,128.5714286,800,63.49206,0,113,38,0,0,873.0158730159,126.9841269841,0,0,857.1428571429,0,0,1.984126984,56.29156133,849,1000,143
327534,1486108,17060605,Ovmal,2,2.27127028,5,24.4,310,1.039474,905.263,13.158,618.1818182,0,0,0,0.461566138,129.8701299,0,0,0,63.49206,0,626,52,0,0,0,NA,0,NA,0,0,0,0,291.8733228,322,0,NA
298500,1450500,2020404,Svay Chrum,2,0.49687499,5,34,311,1.046053,504.762,29.94,266.7423383,1.13507378,0,79.45516459,1.144741404,99.88649262,173.9130435,115.942029,710.1449275,1000,140.84507,319,211,0,NA,NA,0,0,352.1126760563,704.2253521127,0,0,5.308389832,437.8109373,470,0,NA
308100,1454900,2050103,Svay Chrum,2,1.22421873,5,31.6,311,1.046053,504.762,29.94,562.1621622,45.40540541,12.97297297,89.72972973,1.379201508,38.91891892,0,0,0,1000,140.84507,234,398,NA,NA,422.5352112676,140.8450704225,1000,112.676056338,NA,0,0,2.732886229,45.78125794,359,563,NA
309000,1445200,2080902,Svay Chrum,2,0.49843749,5,32.4,311,1.046053,504.762,29.94,498.0842912,6.704980843,5.747126437,61.30268199,1.085767512,96.74329502,0,0,0,1000,140.84507,449,14,0,591.5492957746,NA,NA,84.5070422535,84.5070422535,NA,0,0,5.199785314,534.734527,534,NA,NA
369400,1395600,15010112,Svay Chrum,2,0.79374999,5,30.8,311,1.046053,504.762,29.94,950.9043928,0,129.1989664,0,0.500679262,0,0,0,0,1000,140.84507,359,276,0,NA,0,0,0,0,0,0,0,0,327.4340415,366,0,1000
309200,1507400,1040609,Ruessei,2,1.51591671,5,27.4,312,0.879518,454.545,75.188,1007.042254,0,352.1126761,14.08450704,1.058026694,0,0,237.5,0,121.62162,121.62162,339,644,0,0,1000,0,0,0,1000,0,0,0,381.4494077,17,1000,0
385500,1389500,15020107,Kanhcheu Bay Dach,2,2.55610132,5,31.4,312,0.962264,567.01,225.806,845.7446809,10.63829787,0,218.0851064,0.803729988,0,161.2903226,64.51612903,774.1935484,274.19355,274.19355,509,18,64.5161290323,16.1290322581,112.9032258065,693.5483870968,112.9032258065,112.9032258065,483.8709677419,0,0,0,451.3361604,474,806,403
384905,1389006,15020905,Kanhcheu Bay Dach,3,1.85500002,5,32,312,0.962264,567.01,225.806,646.8253968,15.87301587,19.84126984,313.4920635,0.810936905,3.968253968,0,0,0,274.19355,274.19355,873,29,725.8064516129,0,0,419.3548387097,322.5806451613,483.8709677419,338.7096774194,0,0,20.11564496,39.15564995,98,419,177
303800,1489900,1021003,La,2,0.85373014,5,28.8,313,0.993631,445.455,67.073,555,0,0,0,0.654599322,315,40.54054054,229.7297297,729.7297297,90.90909,0,431,98,0,0,1000,0,0,0,530.303030303,0,0,3.206718145,91.04410126,471,1000,470
295100,1508800,1040109,Ruessei Khang,2,0.54630679,5,30.2,315,0.932515,855.072,0,894.7368421,11.69590643,0,29.23976608,0.800092765,473.6842105,43.95604396,186.8131868,769.2307692,291.66667,0,130,0,0,20.8333333333,979.1666666667,0,0,0,1000,0,0,3.90625,274.4233974,870,979,0
384800,1390100,15020705,Phlov Pouthi Vongs,2,1.42050779,5,31.4,316,0.785311,475.61,0,874.3961353,0,0,77.29468599,0.668788928,0,301.369863,82.19178082,616.4383562,454.54545,303.0303,554,77,212.1212121212,75.7575757576,45.4545454545,666.6666666667,0,0,0,318.1818181818,0,0,170.4517159,369,712,682
411416,1392072,15030911,Kampong Prak,1,-9999,3,29,319,0.490654,542.636,182.39,0,774.7252747,0,21.97802198,0.126248763,0,0,0,0,821.42857,0,1000,0,0,0,0,1000,0,0,267.8571428571,0,0,0,838.3106364,0,1000,732
454328,1430123,6081302,Kaoh,2,-9999,5,25,324,0.928571,862.5,138.393,752.9411765,50.98039216,0,94.11764706,0.547011327,0,153.8461538,205.1282051,641.025641,38.46154,38.46154,13,846,0,0,25.641025641,974.358974359,0,230.7692307692,25.641025641,0,0,0,239.2558884,141,1000,744
383493,1387960,15050805,Kaev Sovann Kraom,2,1.68154764,5,32,324,0.905882,743.902,413.408,688.5964912,0,0,293.8596491,1.063827664,162.2807018,56.33802817,56.33802817,887.3239437,593.75,593.75,500,0,0,609.375,109.375,265.625,15.625,0,0,859.375,0,6.102871659,54.66204542,500,375,141
458172,1357296,4061210,Ou Totueng,2,-9999,5,31.4,325,0.946108,600,0,1291.479821,0,260.0896861,309.4170404,1.282125854,58.29596413,48.46938776,219.3877551,732.1428571,896.1039,194.80519,708,277,0,1000,0,0,0,493.5064935065,259.7402597403,0,0,0.811688312,444.5690469,15,0,247
303200,1490500,1021001,Chhnaeum Meas,2,1.21936858,5,28.8,328,1.037267,633.333,86.42,364.1025641,0,0,25.64102564,0.242608856,0,89.74358974,230.7692308,679.4871795,28.16901,28.16901,872,128,0,0,1000,0,0,0,281.6901408451,0,0,0,381.8176669,0,1000,718
290500,1501800,1060606,Bangruh,3,1.22939754,5,30.8,329,0.901734,276.786,178.161,450.7042254,661.971831,0,0,0.675011319,0,148.1481481,86.41975309,765.4320988,153.84615,153.84615,943,38,0,0,1000,0,0,0,25.641025641,0,0,0,500.2660616,0,1000,974
387030,1391420,15020305,Kandieng,2,0.56015623,5,31,333,0.913793,690.141,15.957,528.1385281,0,121.2121212,346.3203463,1.272635282,30.3030303,166.6666667,83.33333333,750,1000,1000,125,78,528.5714285714,57.1428571429,14.2857142857,285.7142857143,114.2857142857,0,0,0,0,12.39729957,11.78291753,797,300,1000
399700,1386900,15030304,Chorchork,2,0.49687499,5,30.6,334,0.887006,849.206,163.265,1108.247423,0,0,0,0.640726487,0,0,0,0,718.75,718.75,262,0,0,781.25,0,218.75,0,812.5,0,0,0,0,447.4469051,738,219,188
459469,1426294,6080210,Lieb,2,1.17388392,5,25.8,335,0.871508,626.016,685.185,849.2462312,110.5527638,0,10.05025126,0.733037971,135.678392,197.1830986,154.9295775,647.8873239,0,0,328,466,0,1000,0,0,0,0,0,0,0,0,254.0121097,207,0,1000
352000,1405700,15010808,Kampout Ang,2,6.40961838,5,29.2,335,0.994048,368.852,26.596,1083.333333,0,39.47368421,21.92982456,0.89964309,0,0,0,0,214.28571,0,127,0,0,0,1000,0,0,585.7142857143,142.8571428571,0,0,0,217.1348559,873,1000,271
386384,1391355,15020304,Kandieng Knong,2,0.77604163,5,31,338,1.20915,621.622,124.224,1517.073171,0,0,268.2926829,0.904729574,0,121.2121212,257.5757576,621.2121212,704.22535,633.80282,348,45,28.1690140845,281.6901408451,281.6901408451,281.6901408451,126.7605633803,0,1000,0,0,6.603883906,27.54613161,606,563,0
384979,1388619,15020103,Voat Pou Ti Muoy,2,0.50312501,5,32,339,0.842391,770.833,11.299,1085.585586,0,0,139.6396396,0.952741266,54.05405405,156.626506,72.28915663,771.0843373,405.40541,405.40541,254,70,270.2702702703,0,337.8378378378,256.7567567568,135.1351351351,0,270.2702702703,0,0,0,321.6081832,676,594.5945945946,730
488493,1404816,6030202,Phum Ti Pir,3,-9999,5,31.4,341,0.95977,761.905,0,0,0,0,444,0.391698395,68,113.8211382,186.9918699,699.1869919,1000,984.375,274,168,1000,0,0,0,0,0,0,0,0,13.13937495,218.0567735,432,0,1000
428925,1409661,6080704,Ba Lat,1,2.13158488,5,26.6,341,0.95977,235.294,513.889,0,636.8421053,0,21.05263158,0.63033759,178.9473684,147.5409836,295.0819672,557.3770492,0,0,0,952,0,0,0,1000,0,0,225.8064516129,0,96.7741935484,0,10494.9364399999,0,1000,677
406500,1386300,15030904,Chi Cheh,2,1.03328121,5,30,342,0.790576,427.481,101.695,812.2065728,0,0,28.16901408,0.583725186,0,481.9277108,72.28915663,445.7831325,129.87013,129.87013,209,328,0,1000,0,0,0,155.8441558442,64.9350649351,0,0,2.435064935,329.6329482,463,0,779
295500,1508500,1040101,Samraong Touch,2,0.50312501,5,30.2,343,1.005848,554.545,0,990.9090909,22.72727273,18.18181818,0,0.733903835,404.5454545,47.61904762,107.1428571,845.2380952,0,0,85,51,0,0,1000,0,0,0,0,0,0,4.882297327,633.2000985,864,1000,1000
287212,1501859,1060303,Preah Angk,3,1.25260413,5,31.4,343,0.994186,785.047,0,753.5545024,28.43601896,0,161.1374408,1.388139916,170.6161137,12.34567901,296.2962963,691.3580247,324.67532,246.75325,828,172,0,0,1000,0,0,64.9350649351,649.3506493507,25.974025974,0,0,109.2704343,0,1000,260
335881,1499105,17060914,Chhnoun,2,1.43378902,5,23.2,343,1.005848,596.899,0,1423.963134,0,0,0,1.004652867,271.8894009,0,0,0,192.30769,192.30769,353,559,0,1000,0,0,0,38.4615384615,102.5641025641,0,0,0,197.1243818,88,0,859
385753,1392331,15020303,Svay Yeang,2,0.97455359,5,30.8,345,0.916667,828.829,155.779,1025.531915,0,0,21.27659574,0.327653274,0,194.8051948,142.8571429,662.3376623,234.375,203.125,857,0,0,890.625,109.375,0,0,78.125,78.125,0,0,3.306928087,296.43754,143,109,844
385100,1392100,15020710,Svay Yeang,2,1.66994047,5,31,345,0.916667,828.829,155.779,675.9581882,17.42160279,94.07665505,243.902439,1.408980474,55.74912892,0,0,0,234.375,203.125,979,11,0,0,93.75,NA,31.25,0,15.625,0,0,0,169.9745318,11,94,984
483233,1402324,6030404,Boeng Lies,3,4.29446697,5,31.6,346,0.747475,375.887,205.882,1137.254902,4.901960784,9.803921569,73.52941176,0.910710991,0,253.3333333,226.6666667,520,25.97403,0,311,426,0,454.5454545455,90.9090909091,454.5454545455,0,467.5324675325,181.8181818182,350.6493506494,0,0,1076.007037,262,545.4545454545,0
391300,1394400,15020803,Charoek,2,1.03750002,5,30,348,0.870968,687.5,0,1181.818182,0,0,37.19008264,0.483006858,4.132231405,121.9512195,73.17073171,804.8780488,243.90244,0,196,22,0,48.7804878049,73.1707317073,439.0243902439,439.0243902439,0,609.756097561,0,0,0,97.72273446,761,512,390
451397,1440958,6080914,Srae Ta Maen,2,0.84070945,5,24,349,0.982955,471.074,602.339,1194.029851,0,0,9.950248756,0.618089323,69.65174129,183.0985915,323.943662,492.9577465,70.42254,70.42254,182,788,0,1000,0,0,0,478.8732394366,140.8450704225,0,0,0,83.28368898,30,0,380
353126,1400287,15010803,Svay Doun Kaev Pir,2,1.42031252,5,30,350,0.944444,626.168,204.819,914.1414141,60.60606061,0,95.95959596,1.19789551,151.5151515,125,125,750,144.73684,144.73684,918,27,0,197.3684210526,526.3157894737,144.7368421053,131.5789473684,263.1578947368,13.1578947368,0,0,0,550.0968919,41,671,724
384500,1392100,15020709,Sanlung,2,2.32743049,5,31,353,1.179012,702.703,33.113,689.6551724,0,0,73.89162562,0.934757004,0,78.125,218.75,703.125,373.13433,0,0,1000,0,0,179.1044776119,820.8955223881,0,89.552238806,671.6417910448,238.8059701493,0,3.15885668,245.0571187,0,1000,0
319693,1443488,2080503,Kralanh,2,1.74273348,5,29.2,354,0.787879,635.036,58.824,873.7373737,80.80808081,90.90909091,5.050505051,1.181558108,146.4646465,23.64864865,84.45945946,891.8918919,85.71429,42.85714,438,16,0,857.1428571429,142.8571428571,0,0,71.4285714286,714.2857142857,71.4285714286,0,0,500.8285849,547,143,143
329253,1501470,17060305,Kralanh,2,1.56590915,5,24,354,0.787879,635.036,58.824,587.8661088,0,0,57.53138075,0.300545904,0,0,0,0,85.71429,42.85714,534,251,142.8571428571,NA,NA,42.8571428571,71.4285714286,NA,357.1428571429,0,0,2.002934362,65.85840831,189,43,NA
382234,1383307,15050610,Souriya Kraom,3,3.35649037,5,33.4,355,0.950549,854.167,15,457.03125,0,0,375,0.688279129,0,72.28915663,144.5783133,783.1325301,344.82759,275.86207,965,35,0,0,0,609.1954022989,390.8045977012,0,735.632183908,264.367816092,0,2.432682731,439.2840013,0,609,0
295000,1509900,1040105,Bantoat Baoh,2,0.53984374,5,30,356,0.945355,734.266,45.977,947.1153846,0,0,0,0.618114534,423.0769231,89.74358974,205.1282051,705.1282051,25.64103,25.64103,0,0,0,0,1000,0,0,0,0,0,0,0.801282051,238.3013805,1000,1000,1000
327400,1492000,1040413,Anlong Sa,2,2.3458035,5,24.4,356,0.966851,865.385,52.326,967.3913043,0,0,54.34782609,1.022958854,70.65217391,0,0,0,58.13953,34.88372,37,12,0,58.1395348837,581.3953488372,360.4651162791,0,69.7674418605,523.2558139535,116.2790697674,0,1.453488372,264.9686924,951,942,291
401494,1462451,17110309,Bantoat Baoh,2,5.37047052,5,19.6,356,0.945355,734.266,45.977,1174.479167,62.5,49.47916667,93.75,0.867479378,96.35416667,0,0,0,25.64103,25.64103,377,362,0,NA,128.2051282051,0,0,653.8461538462,76.9230769231,653.8461538462,0,0,66.75134372,261,128,NA
328000,1493000,1040411,Kien Banteay,2,1.54241073,5,24.2,357,1.051724,766.667,208.556,963.963964,90.09009009,405.4054054,4.504504505,1.048268185,144.1441441,70.42253521,183.0985915,746.4788732,27.77778,27.77778,909,0,0,0,486.1111111111,305.5555555556,208.3333333333,416.6666666667,583.3333333333,0,0,0.868055556,380.9285007,91,792,0
410021,1425613,17040115,Moat Khla,1,-9999,4,24,359,0.80402,387.097,0,0,669.9507389,0,0,0,0,169.1176471,125,705.8823529,0,0,20,976,0,0,0,1000,0,0,0,0,0,0,6672.907634,4,1000,1000
372350,1476412,17100805,Ta Kong,3,-9999,5,18.6,360,0.945946,887.417,356.725,734.989648,0,0,140.7867495,0.705870093,0,11.62790698,93.02325581,895.3488372,11.36364,11.36364,575,340,0,NA,0,0,0,79.5454545455,90.9090909091,0,113.6363636364,0,811.6002019,78,0,716
453855,1430477,6080501,Chheu Teal,2,-9999,5,25,361,0.870466,718.75,34.286,94.95896835,25.79132474,10.55099648,138.3352872,1.377175079,162.954279,63.15789474,200,736.8421053,282.35294,282.35294,48,888,NA,0,0,0,0,NA,352.9411764706,0,0,24.87193436,116.1630113,21,0,NA
386900,1393700,15020313,Stueng Leu,2,1.05636156,5,30.6,361,0.930481,684.783,0,1261.22449,0,0,106.122449,0.941196768,24.48979592,153.8461538,164.8351648,681.3186813,617.28395,246.91358,645,355,0,0,0,1000,0,0,1000,0,0,1.543209877,132.4801876,0,1000,0
385500,1393500,15020713,Chheu Teal,2,1.10303819,5,30.6,361,0.870466,718.75,34.286,595.7446809,0,6.079027356,60.79027356,1.095958379,69.90881459,0,0,0,282.35294,282.35294,322,415,0,NA,176.4705882353,70.5882352941,0,235.2941176471,705.8823529412,0,0,0,40.44040509,254,247,59
328900,1496700,1040404,Phlov Leav,2,1.40721154,5,24,364,0.876289,611.111,28.249,616.4383562,91.32420091,0,246.5753425,1.021009946,54.79452055,68.96551724,160.9195402,770.1149425,60.24096,0,682,212,0,108.4337349398,602.4096385542,289.156626506,0,0,120.4819277108,0,0,13.33137088,8.63531517,106,892,880
373742,1474562,17100204,Svay Prey,3,1.5320313,5,18.8,367,1.109195,513.761,0,533.2068311,0,0,36.05313093,0.547075642,0,81.08108108,144.1441441,774.7747748,290.69767,290.69767,80,881,0,NA,0,0,0,0,430.2325581395,0,0,3.739267086,542.9830579,34,0,570
